294,135,44,171
294,135,44,171
294,135,44,171
295,134,44,171
296,134,44,171
297,134,44,171
297,134,44,171
297,135,44,171
298,135,44,171
298,135,44,171
298,136,44,171
297,135,44,171
296,136,44,171
295,136,44,171
293,135,44,171
291,136,44,171
289,136,44,171
287,136,44,171
286,137,44,171
284,137,44,171
283,138,44,171
281,138,44,171
280,138,44,171
279,138,44,171
278,139,44,171
277,140,44,171
277,140,44,171
276,141,44,171
275,142,44,171
275,142,44,171
274,144,44,171
272,144,44,171
271,146,44,171
271,148,44,171
270,148,44,171
269,149,44,171
267,150,44,171
266,149,44,171
264,149,44,171
263,150,44,171
262,150,44,171
260,150,44,171
260,151,44,171
259,151,44,171
259,151,44,171
258,151,44,171
259,151,44,171
260,151,44,171
264,165,37,142
264,164,37,142
263,163,37,142
263,162,37,142
263,161,37,142
262,160,37,142
261,159,37,142
261,158,37,142
260,157,37,142
260,156,37,142
260,155,37,142
260,155,37,142
259,155,37,142
258,154,37,142
258,153,37,142
257,150,37,142
253,135,44,171
256,149,37,142
256,149,37,142
255,148,37,142
255,147,37,142
256,146,37,142
252,131,44,171
254,129,44,171
255,129,44,171
256,130,44,171
257,129,44,171
257,130,44,171
258,130,44,171
258,129,44,171
258,129,44,171
259,128,44,171
258,129,44,171
258,129,44,171
258,129,44,171
258,130,44,171
258,130,44,171
259,131,44,171
263,145,37,142
264,145,37,142
264,144,37,142
264,144,37,142
265,144,37,142
265,144,37,142
265,143,37,142
265,142,37,142
265,142,37,142
265,142,37,142
265,142,37,142
266,142,37,142
267,142,37,142
268,142,37,142
269,142,37,142
270,143,37,142
272,143,37,142
276,145,37,142
277,132,44,171
280,133,44,171
272,141,44,171
273,140,44,171
274,140,44,171
274,140,44,171
275,140,44,171
275,140,44,171
276,140,44,171
276,140,44,171
277,140,44,171
277,140,44,171
278,140,44,171
278,140,44,171
279,140,44,171
279,140,44,171
280,140,44,171
280,140,44,171
280,140,44,171
284,153,37,142
283,152,37,142
284,151,37,142
284,152,37,142
283,151,37,142
283,153,37,142
282,154,37,142
281,154,37,142
281,154,37,142
281,155,37,142
281,155,37,142
280,156,37,142
280,156,37,142
279,156,37,142
279,157,37,142
279,157,37,142
279,157,37,142
278,157,37,142
278,157,37,142
278,156,37,142
278,155,37,142
278,155,37,142
278,154,37,142
278,153,37,142
277,153,37,142
278,153,37,142
278,152,37,142
279,153,37,142
280,153,37,142
281,154,37,142
281,154,37,142
282,154,37,142
283,154,37,142
282,155,37,142
282,155,37,142
281,156,37,142
280,157,37,142
278,157,37,142
277,157,37,142
276,157,37,142
275,159,37,142
275,161,37,142
277,173,31,119
277,175,31,119
277,175,31,119
278,176,31,119
279,177,31,119
280,178,31,119
281,178,31,119
283,177,31,119
284,177,31,119
283,165,37,142
285,165,37,142
286,166,37,142
287,165,37,142
288,165,37,142
288,164,37,142
289,164,37,142
290,165,37,142
290,165,37,142
292,165,37,142
293,165,37,142
294,165,37,142
295,166,37,142
295,166,37,142
295,166,37,142
296,166,37,142
296,167,37,142
297,167,37,142
296,169,37,142
297,170,37,142
296,171,37,142
296,172,37,142
295,173,37,142
294,172,37,142
293,172,37,142
293,172,37,142
293,171,37,142
295,171,37,142
296,170,37,142
297,169,37,142
299,168,37,142
302,168,37,142
305,167,37,142
307,168,37,142
310,167,37,142
311,167,37,142
312,166,37,142
314,167,37,142
314,168,37,142
316,168,37,142
317,168,37,142
318,168,37,142
318,168,37,142
317,168,37,142
316,168,37,142
315,168,37,142
314,168,37,142
314,168,37,142
312,169,37,142
312,169,37,142
311,168,37,142
311,169,37,142
310,169,37,142
311,169,37,142
311,169,37,142
312,169,37,142
313,169,37,142
315,169,37,142
316,169,37,142
318,170,37,142
319,170,37,142
321,170,37,142
323,170,37,142
325,171,37,142
327,171,37,142
329,172,37,142
331,173,37,142
333,173,37,142
335,174,37,142
337,175,37,142
339,175,37,142
341,176,37,142
342,176,37,142
343,176,37,142
345,176,37,142
346,175,37,142
347,176,37,142
349,175,37,142
350,176,37,142
352,177,37,142
354,177,37,142
357,177,37,142
360,178,37,142
363,178,37,142
366,177,37,142
369,177,37,142
373,176,37,142
376,176,37,142
379,176,37,142
382,175,37,142
385,176,37,142
387,176,37,142
389,176,37,142
390,176,37,142
392,177,37,142
392,177,37,142
393,178,37,142
393,180,37,142
394,181,37,142
394,182,37,142
398,194,31,119
398,195,31,119
400,196,31,119
403,196,31,119
406,195,31,119
410,195,31,119
413,194,31,119
416,193,31,119
419,192,31,119
421,191,31,119
422,178,37,142
424,177,37,142
425,176,37,142
427,176,37,142
428,176,37,142
429,176,37,142
429,176,37,142
429,176,37,142
429,176,37,142
429,176,37,142
429,177,37,142
428,177,37,142
427,177,37,142
425,177,37,142
424,178,37,142
422,179,37,142
419,179,37,142
415,179,37,142
412,179,37,142
408,178,37,142
404,178,37,142
402,177,37,142
400,176,37,142
398,176,37,142
397,176,37,142
396,176,37,142
395,176,37,142
395,175,37,142
394,175,37,142
395,174,37,142
395,174,37,142
395,173,37,142
396,173,37,142
396,173,37,142
396,172,37,142
397,172,37,142
397,172,37,142
397,172,37,142
398,172,37,142
398,172,37,142
399,172,37,142
399,172,37,142
398,171,37,142
398,171,37,142
398,170,37,142
399,169,37,142
399,170,37,142
400,169,37,142
400,168,37,142
401,168,37,142
401,168,37,142
402,168,37,142
403,167,37,142
404,166,37,142
405,166,37,142
407,166,37,142
408,166,37,142
409,165,37,142
410,165,37,142
411,164,37,142
412,164,37,142
413,163,37,142
412,162,37,142
412,162,37,142
410,162,37,142
409,161,37,142
407,160,37,142
404,160,37,142
399,145,44,171
396,145,44,171
393,144,44,171
390,143,44,171
387,143,44,171
384,142,44,171
382,141,44,171
380,140,44,171
377,140,44,171
375,139,44,171
373,138,44,171
371,138,44,171
370,137,44,171
368,136,44,171
368,134,44,171
367,133,44,171
366,132,44,171
366,130,44,171
365,129,44,171
364,128,44,171
363,127,44,171
363,126,44,171
362,125,44,171
361,125,44,171
360,125,44,171
359,124,44,171
358,124,44,171
357,123,44,171
356,123,44,171
355,123,44,171
354,123,44,171
353,124,44,171
352,124,44,171
351,125,44,171
350,125,44,171
349,126,44,171
348,127,44,171
347,128,44,171
346,130,44,171
345,130,44,171
343,131,44,171
342,131,44,171
340,130,44,171
338,131,44,171
336,129,44,171
332,130,44,171
330,129,44,171
327,129,44,171
324,129,44,171
321,130,44,171
319,132,44,171
320,146,37,142
317,148,37,142
315,149,37,142
313,150,37,142
310,150,37,142
306,149,37,142
303,150,37,142
300,150,37,142
299,149,37,142
297,149,37,142
297,150,37,142
296,150,37,142
294,151,37,142
294,151,37,142
291,152,37,142
290,152,37,142
290,152,37,142
288,153,37,142
288,153,37,142
288,153,37,142
287,153,37,142
286,153,37,142
285,153,37,142
283,154,37,142
282,155,37,142
281,156,37,142
279,157,37,142
278,158,37,142
276,159,37,142
275,159,37,142
274,159,37,142
273,159,37,142
272,159,37,142
271,160,37,142
270,161,37,142
270,161,37,142
269,162,37,142
270,163,37,142
271,164,37,142
271,167,37,142
272,167,37,142
273,168,37,142
274,169,37,142
275,170,37,142
276,171,37,142
277,171,37,142
278,169,37,142
279,170,37,142
281,169,37,142
283,169,37,142
283,167,37,142
284,166,37,142
284,166,37,142
285,166,37,142
285,165,37,142
285,166,37,142
285,167,37,142
284,168,37,142
282,169,37,142
280,170,37,142
276,154,44,171
274,153,44,171
272,152,44,171
270,150,44,171
268,147,44,171
267,146,44,171
266,146,44,171
265,146,44,171
264,146,44,171
267,164,37,142
266,164,37,142
265,166,37,142
265,168,37,142
266,169,37,142
266,171,37,142
267,174,37,142
267,175,37,142
268,177,37,142
269,178,37,142
269,178,37,142
269,178,37,142
268,178,37,142
268,178,37,142
267,176,37,142
266,174,37,142
265,172,37,142
263,170,37,142
262,168,37,142
260,167,37,142
258,164,37,142
256,161,37,142
255,159,37,142
253,157,37,142
252,156,37,142
251,154,37,142
250,154,37,142
250,153,37,142
249,153,37,142
249,153,37,142
250,153,37,142
251,152,37,142
251,152,37,142
252,152,37,142
253,151,37,142
253,150,37,142
254,148,37,142
255,146,37,142
252,130,44,171
253,127,44,171
254,124,44,171
255,122,44,171
259,134,37,142
260,132,37,142
260,131,37,142
260,130,37,142
261,130,37,142
262,129,37,142
262,128,37,142
262,127,37,142
262,126,37,142
262,125,37,142
262,125,37,142
262,124,37,142
261,124,37,142
261,124,37,142
260,124,37,142
260,124,37,142
259,124,37,142
259,122,37,142
258,119,37,142
257,116,37,142
256,113,37,142
255,110,37,142
254,109,37,142
254,107,37,142
253,105,37,142
252,104,37,142
252,101,37,142
251,100,37,142
249,99,37,142
248,98,37,142
246,97,37,142
245,96,37,142
244,96,37,142
243,95,37,142
243,94,37,142
242,94,37,142
242,93,37,142
241,92,37,142
241,91,37,142
240,88,37,142
239,84,37,142
238,82,37,142
237,80,37,142
237,76,37,142
237,73,37,142
237,71,37,142
237,71,37,142
237,69,37,142
237,68,37,142
236,66,37,142
