352,197,56,100
353,196,56,100
354,195,56,100
355,194,56,100
356,194,56,100
357,194,56,100
357,194,56,100
357,194,56,100
357,193,56,100
356,192,56,100
356,190,56,100
356,188,56,100
356,187,56,100
355,185,56,100
355,183,56,100
356,181,56,100
357,178,56,100
359,173,56,100
362,170,56,100
364,171,56,100
366,180,56,100
367,199,56,100
369,224,56,100
370,246,56,100
370,263,56,100
369,264,56,100
367,251,56,100
366,227,56,100
366,205,56,100
365,186,56,100
363,171,56,100
360,162,56,100
358,164,56,100
354,176,56,100
343,196,56,100
328,209,56,100
308,218,56,100
299,212,56,100
307,205,56,100
326,196,56,100
344,169,56,100
345,139,56,100
328,101,67,120
327,113,67,120
326,129,67,120
335,170,67,120
357,233,56,100
375,278,56,100
385,290,56,100
385,273,56,100
377,237,56,100
373,168,67,120
389,159,56,100
391,170,56,100
374,195,67,120
351,235,67,120
338,265,56,100
339,255,56,100
345,210,67,120
349,165,67,120
353,147,56,100
338,143,56,100
319,162,67,120
308,214,67,120
312,265,56,100
312,272,56,100
312,248,56,100
310,195,56,100
302,123,67,120
303,127,67,120
296,162,67,120
291,210,67,120
305,251,56,100
335,251,56,100
348,230,56,100
335,206,56,100
327,195,67,120
318,184,81,144
300,199,67,120
303,235,67,120
318,273,56,100
329,270,56,100
335,241,56,100
325,190,56,100
298,148,56,100
282,149,67,120
272,189,67,120
262,234,67,120
276,255,56,100
287,242,56,100
292,211,56,100
280,248,47,83
273,263,47,83
272,273,47,83
266,232,47,83
262,246,56,100
268,265,56,100
271,252,56,100
271,221,56,100
263,168,56,100
260,149,56,100
250,162,56,100
232,188,67,120
243,218,67,120
245,208,81,144
229,228,67,120
227,242,67,120
235,241,67,120
235,230,67,120
238,243,67,120
240,227,81,144
232,229,97,173
235,224,97,173
238,254,81,144
233,278,97,173
233,272,97,173
232,329,81,144
221,331,81,144
229,349,67,120
234,391,56,100
234,377,56,100
216,358,67,120
218,363,67,120
223,350,67,120
222,359,56,100
219,354,47,83
206,335,56,100
203,353,56,100
211,362,56,100
214,371,47,83
211,372,47,83
212,388,47,83
216,369,56,100
223,387,47,83
227,387,39,69
226,371,47,83
231,380,39,69
230,381,32,58
234,375,32,58
234,368,32,58
233,374,27,48
232,365,32,58
231,365,32,58
231,372,32,58
229,367,32,58
233,371,27,48
233,362,27,48
235,370,27,48
